sp;long;lat
Sooretamys_angouya;-505.836;-294.481
Sooretamys_angouya;-4.173.028;-2.049.722
Sooretamys_angouya;-4.173.494;-2.039.636
Sooretamys_angouya;-44.85;-2.238.333.333
Sooretamys_angouya;-531.808;-254.189
Thaptomys_nigrita;-51.228.617;-253.502
Thaptomys_nigrita;-5.222.415;-27.045.917
Thaptomys_nigrita;-5.200.135;-274.649
Thaptomys_nigrita;-52.074.333;-27.645.017
Thaptomys_nigrita;-484.166.667;-243.333.333
Thaptomys_nigrita;-45.316.944;-23.261.389
Thaptomys_nigrita;-4.053.944;-19.965
Thaptomys_nigrita;-4.508.333.333;-2.246.666.667
Thaptomys_nigrita;-51.310.783;-26.541.767
Thaptomys_nigrita;-4.798.617;-240.666
Thaptomys_nigrita;-47.068.333;-23.931.667
Thaptomys_nigrita;-4.799.262;-2.406.682
Thaptomys_nigrita;-3.907.611.111;-1.525.166.667
Thaptomys_nigrita;-48.34;-24
Thaptomys_nigrita;-45.291.389;-23.172.222
Thaptomys_nigrita;-50.589.889;-24.284.889
Thaptomys_nigrita;-46.934.433;-23.239.222
Thaptomys_nigrita;-45.9;-23.65
Thaptomys_nigrita;-4.053.972.222;-19.965
Thaptomys_nigrita;-4.053.944.444;-19.965
Thaptomys_nigrita;-40.600.278;-19.935.556
Thaptomys_nigrita;-40.52;-19.96
Thaptomys_nigrita;-4.052.722.222;-19.965
Thaptomys_nigrita;-46.931.853;-23.237.603
Thaptomys_nigrita;-4.052.194.444;-2.028.111.111
Thaptomys_nigrita;-43.5;-20.45
Thaptomys_nigrita;-45.35;-238.166.667
Thaptomys_nigrita;-410.838.898;-205.166.676
Thaptomys_nigrita;-4.051.138.889;-2.028.111.111
Thaptomys_nigrita;-41.184.722;-20.603.611
Thaptomys_nigrita;-40.54;-19.965
Thaptomys_nigrita;-4.052.694.444;-19.965
Thaptomys_nigrita;-449.033;-215.111
Trinomys_gratiosus;-4.077.403;-1.980.169
Trinomys_gratiosus;-410.838.933;-205.166.711
Trinomys_gratiosus;-4.052.694.444;-19.965
Trinomys_gratiosus;-4.096.666.667;-20.4
Trinomys_gratiosus;-40.600.278;-19.935.556
Trinomys_gratiosus;-40.54;-19.965
Trinomys_gratiosus;-42;-2.013.333.333
Trinomys_gratiosus;-4.052.722.222;-19.965
Trinomys_gratiosus;-4.053.944.444;-19.965
Trinomys_gratiosus;-4.125.411;-2.101.311
Trinomys_gratiosus;-4.173.028;-2.049.722
Trinomys_gratiosus;-4.173.494;-2.039.636
Trinomys_iheringi;-39.75;-13.53
Trinomys_iheringi;-4.799.071;-2.406.734
Trinomys_iheringi;-40.600.278;-19.935.556
Trinomys_iheringi;-4.798.637;-2.406.661
Trinomys_iheringi;-451.166.667;-234.166.667
Trinomys_iheringi;-45.066.667;-23.366.667
Trinomys_iheringi;-40.42;-20.263.889
Trinomys_iheringi;-40.833.889;-21.011.111
Trinomys_iheringi;-45.125;-2.335.833
Trinomys_iheringi;-4.798.753;-2.406.828
Trinomys_iheringi;-484.166.667;-243.333.333
Trinomys_iheringi;-40.072.222;-19.391.111
Trinomys_paratus;-4.051.138.889;-2.028.111.111
Trinomys_paratus;-40.42;-20.263.889
Trinomys_paratus;-40.465;-2.037.916.667
Trinomys_paratus;-40.833.889;-21.011.111
Trinomys_paratus;-4.043.861.111;-2.038.888.889
Trinomys_paratus;-40.511;-20.658
Trinomys_paratus;-4.049.444.444;-2.034.944.444
Trinomys_paratus;-40.369.722;-19.831.944
Trinomys_paratus;-40.8;-20.53
Trinomys_paratus;-4.023.305.556;-2.017.638.889
Trinomys_paratus;-4.044.166.667;-2.037.694.444
Trinomys_paratus;-4.051.944.444;-2.029.222.222
Trinomys_paratus;-40.072.222;-19.391.111
Trinomys_paratus;-4.045.805.556;-2.036.777.778
Trinomys_paratus;-4.017.444.444;-1.981.277.778
Trinomys_setosus;-4.076.972.222;-192.375
Trinomys_setosus;-427.666.667;-171.333.333
Trinomys_setosus;-4.014.547;-1.905.556
Trinomys_setosus;-400.722;-193.911
Trinomys_setosus;-408.514;-19.225
Trinomys_setosus;-4.013.333;-1.898.944
